Time,total_v,max_v,min_v,avg_v,max-min,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,max_temp,min_temp,avg_temp,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,undervoltage,overvoltage,pec,overtemperature,openwire,openwire_temp
39700,42.193050,3.018150,3.009900,3.013789,0.008250,3.012300,3.011700,3.011700,3.014100,3.009900,3.013800,3.015150,3.011550,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.148401,21.507641,21.495935,20.148401,22.264032,21.607691,22.121424,22.141779,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
40201,42.193047,3.018150,3.009900,3.013789,0.008250,3.012450,3.011700,3.011700,3.014100,3.009900,3.013650,3.015150,3.011400,3.016500,3.013650,3.017850,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.158533,21.508907,21.495935,20.158533,22.264032,21.607691,22.121424,22.141779,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
40702,42.193199,3.018150,3.009900,3.013800,0.008250,3.012450,3.011700,3.011700,3.014100,3.009900,3.013650,3.015150,3.011550,3.016500,3.013650,3.017850,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.168634,21.509533,21.495935,20.168634,22.264032,21.607691,22.121424,22.136683,20.780848,21.501001,,,,,,,,,0,0,0,0,0,0
41203,42.192898,3.018150,3.009900,3.013778,0.008250,3.012450,3.011700,3.011700,3.014100,3.009900,3.013650,3.015150,3.011400,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.178736,21.510166,21.495935,20.178736,22.264032,21.607691,22.121424,22.141779,20.775782,21.495935,,,,,,,,,0,0,0,0,0,0
41704,42.192898,3.018150,3.009900,3.013778,0.008250,3.012450,3.011700,3.011700,3.013950,3.009900,3.013800,3.015150,3.011400,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.258936,20.188868,21.510159,21.495935,20.188868,22.258936,21.607691,22.121424,22.136683,20.775782,21.495935,,,,,,,,,0,0,0,0,0,0
42205,42.193047,3.018150,3.009750,3.013789,0.008400,3.012450,3.011700,3.011700,3.013950,3.009750,3.013800,3.015150,3.011550,3.016500,3.013650,3.017850,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.193903,21.510788,21.495935,20.193903,22.264032,21.607691,22.116327,22.136683,20.775782,21.495935,,,,,,,,,0,0,0,0,0,0
42706,42.192898,3.018150,3.009900,3.013778,0.008250,3.012450,3.011700,3.011700,3.013950,3.009900,3.013800,3.015150,3.011400,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.258936,20.198969,21.510784,21.495935,20.198969,22.258936,21.607691,22.116327,22.136683,20.775782,21.495935,,,,,,,,,0,0,0,0,0,0
43207,42.192600,3.018150,3.009900,3.013757,0.008250,3.012450,3.011550,3.011700,3.013950,3.009900,3.013650,3.015150,3.011400,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.264032,20.198969,21.510147,21.490839,20.198969,22.264032,21.602594,22.116327,22.136683,20.775782,21.495935,,,,,,,,,0,0,0,0,0,0
43708,42.192749,3.018150,3.009900,3.013768,0.008250,3.012450,3.011700,3.011700,3.013950,3.009900,3.013650,3.015150,3.011400,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.258936,20.183802,21.507614,21.490839,20.183802,22.258936,21.602594,22.116327,22.136683,20.775782,21.495935,,,,,,,,,0,0,0,0,0,0
44209,42.192749,3.018150,3.009900,3.013768,0.008250,3.012450,3.011700,3.011700,3.013950,3.009900,3.013650,3.015150,3.011400,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.258936,20.158533,21.505093,21.490839,20.158533,22.258936,21.607691,22.116327,22.136683,20.775782,21.495935,,,,,,,,,0,0,0,0,0,0
45211,42.192600,3.018150,3.009750,3.013757,0.008400,3.012450,3.011700,3.011700,3.013950,3.009750,3.013650,3.015150,3.011400,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.258936,20.113031,21.498768,21.490839,20.113031,22.258936,21.607691,22.116327,22.136683,20.775782,21.490839,,,,,,,,,0,0,0,0,0,0
45712,42.192451,3.018150,3.009900,3.013747,0.008250,3.012300,3.011700,3.011700,3.013950,3.009900,3.013650,3.015150,3.011400,3.016500,3.013650,3.017700,3.011700,3.015000,3.018150,,,,,,,,,,,,,,,22.258936,20.113031,21.498131,21.490839,20.113031,22.258936,21.602594,22.116327,22.136683,20.775782,21.490839,,,,,,,,,0,0,0,0,0,0
46213,42.192600,3.018150,3.009750,3.013757,0.008400,3.012450,3.011700,3.011700,3.013950,3.009750,3.013650,3.015150,3.011400,3.016500,3.013650,3.017700,3.011850,3.015000,3.018150,,,,,,,,,,,,,,,22.258936,20.123133,21.498756,21.490839,20.123133,22.258936,21.602594,22.116327,22.131586,20.775782,21.490839,,,,,,,,,0,0,0,0,0,0
